Id,Content,Sentiment
49640624,The end.,-1
43505275,GOD OVER EVERYTHING.,-1
43505275,I'm sorry.,-1
43505275,God... please forgive me.,-1
43505275,This day couldn't get any worse...,-1
43505275,I'm about to delete my twitter in a second,-1
9.19E+17,RT @BlvckGrip: depression: i want to die,-1
9.19E+17,RT @Pouyalilpou: I want to fucking die sometimes,-1
9.19E+17,"@EliseLaurenne When I die, I want this face to be the last thing I see.",-1
9.19E+17,RT @memetribute: when people ask why your twitter is full of tweets of you just saying 'i want to die' repeatedly https://t.co/qQkNCxQ7Qx,-1
9.19E+17,@CETS_ I've been struggling through depression for about a year now and my mom died to stage four brain cancer and it's been hard.,-1
4.28E+17,My family would probably be better off without me.,-1
4.28E+17,My family would be better off without me,-1
4.29E+17,"Im starting to think that my family would be better off, ultimately, without me. #fuckup #moreharmthangood",-1
4.29E+17,https://t.co/GyaVLAGjGS THIS jaggoff performs exorcisms over Skype. The power of Christ compels you! @joerogan @duncantrussell @DBolelli,-1
4.29E+17,If I ever have to write a lesson plan in a group again I'm gonna kill myself,-1
4.29E+17,@S_LYNGSTAD wow! What a jaggoff. Drink some more budlight and get a grip! Leave parents out before I talk about YO MAMA!,-1
4.29E+17,"@Jb_reaper @TmarTn ALSO, judging from his jumping and prone techniques, looks like if the IED is at a certain height, jump or prone, you die",-1
4.29E+17,My family would be better off without me..,-1
4.30E+17,RT @RonnieRadke: Indirect tweets are cowardly. this tweet is direct to all the indirect. Indirectly. Courageously :),-1
4.30E+17,RT @RonnieRadke: Indirect tweets are cowardly. this tweet is direct to all the indirect. Indirectly. Courageously :),-1
4.30E+17,RT @gokaxmomurda408: Sometimes ifeel like my family would be better off without me.,-1
4.30E+17,@maliksidiot: Indirect to 95% of my school who think depression and suicide is a joke http://t.co/7v50zgfrOu,-1
4.30E+17,indirect suicide?,-1
4.30E+17,I have a specific plan to kill myself.,-1
4.30E+17,Seems as if my family would be better off(and much happier) without me :,-1
4.30E+17,RT @AndreiTheWizard: Seems as if my family would be better off(and much happier) without me :,-1
4.30E+17,My family would be better off without me anyway,-1
4.30E+17,"RT @catpennies: #patriarchyis a fear of fatness, an idealization of whiteness, a quashing of sexuality, and a colonization of agency.",-1
4.30E+17,"RT @catpennies: #patriarchyis a fear of fatness, an idealization of whiteness, a quashing of sexuality, and a colonization of agency.",-1
4.31E+17,No. I do not plan to kill myself. I have a planet to secularize. No time to die: Daniel Vragsinn,1
4.31E+17,Shamefaced,-1
4.31E+17,"Right after I interview a woman working to end sexual harassment on Metro and transit systems, I get harassed on Metro. Sounds about right.",-1
4.31E+17,"Video: Witnesses from Home Depot: Nagin sent threatening, intimidating emails http://t.co/iZY0DeItB4",-1
4.31E+17,threatening emails from Yelp are the best.,-1
4.31E+17,"According to @MikeMiss975, Internet troll has been harassing and threatening me and my family for the last 4 years http://t.co/jdmazSlwjv",-1
4.31E+17,Believed to be same guy who sent threatening emails to Roger Williams law school earlier today.,-1
4.31E+17,"everyone around me, my friends, my family, would be so much better off without me",-1
4.31E+17,@GoOnAshlee So have I so I have a plan to turn 18 and kill myself...,-1
4.31E+17,@annambostick: My family would probably be better off without me ?? don't say that ????!,-1
4.31E+17,Reproachful b*tch,-1
4.31E+17,You'll be sorry when I'm gone.,-1
4.31E+17,"My friends go first... Point blank. My family would be better off without me, so yeah. Friends come first",-1
4.31E+17,Heavy hearted. Very heavy hearted.,-1
4.31E+17,"i'm too depressed to go on, you'll be sorry when i'm gone.",-1
4.31E+17,You'll be sorry when i'm gone..,-1
4.31E+17,you'll be sorry when I'm gone,-1
4.31E+17,What is something you have always wanted to try?  Hm..cutting wrist? Not eating till I get super thin? Jk!!! Ha... http://t.co/0sPVUGmr9O,-1
4.31E+17,Had one of those fretful nights. Hoping today goes well. Sword of Damocles is hanging above me for some reason.,-1
4.31E+17,RT @JillianChantal: Had one of those fretful nights. Hoping today goes well. Sword of Damocles is hanging above me for some reason.,-1
4.31E+17,Heavy hearted.,-1
4.31E+17,RT @sydneynikol: Shoutout to @JesseBenton for almost cutting my wrist off and @JoshDudley_8 for almost catching my whole arm on fire ??,-1
4.31E+17,"Hey guys, I'm back home. Today is kind of cheerless. I just want to go to bed and sleep. D:",-1
4.31E+17,You'll be sorry when I'm gone.,-1
4.31E+17,Ehret tripping now they be cutting they wrist and shit hanging they self they on that dope here,-1
4.31E+17,@doctaj I've given up today  and am just composing this kind of text: http://t.co/LmPddeRGb5,-1
4.31E+17,So heavy hearted today..#ripmom #ripryan ??????,-1
4.31E+17,Do you often get the feeling that perhaps life isn't worth living?,-1
4.31E+17,"Feel like just ending it all, my life isn't worth living without you in it.",-1
4.31E+17,"noreen, suicidal lang? cutting your wrist.. hahaha x)",-1
4.31E+17,"i bet i wud be cutting my wrist now if i were a girl but hey , turn to Allahswt , its just a test from Him haidar ..",-1
4.31E+17,RT @McKennaLamos: This weather makes me wish I were dead.,-1
4.31E+17,I'm too depressed to go on you'll be sorry when I'm gone,-1
4.31E+17,"I'm too depressed to go on, you'll be sorry when I'm gone. ??",-1
4.31E+17,???????suicide attack????????????????????????????????????????????????????????????,-1
4.31E+17,RT @tambund_: you'll be sorry when i'm gone RT @yofanavirgianne @ollenschaa: You're gonna miss me when I'm gone,-1
4.31E+17,Heavy Hearted.,-1
4.31E+17,Life really isn't worth living. ??,-1
4.31E+17,You'll be sorry when I'm gone.,-1
4.31E+17,"I'm too depressed, to go on, you'll be sorry when I'm gone",-1
4.31E+17,I wish you were dead.,-1
4.31E+17,"RT @TheBucktList: Before I die, I want to http://t.co/kMDZeqiBAJ",-1
4.31E+17,"RT @yourbucketIist: ??? before i die, i want to http://t.co/93wDzdQ0ke",-1
4.31E+17,"@88bottlesinaday and should you die before me , I'll do the same ?",-1
4.31E+17,I wanna get away....but I don't know where. I don't want to leave. #sad #badday #depressed #tired http://t.co/LHkGwk6qap,-1
4.31E+17,RT @FeelinggsSuckk: I'm more depressed then ever..,-1
4.31E+17,Depressed. Angry. Tired. Done,-1
4.31E+17,very disappointed @nusuk isn't offering anything closet to an alternative. http://t.co/HfoMphEu2K @newstatesman @mmurphy17 #spoilyourvote,-1
4.31E+17,Disappointed.,-1
4.31E+17,RT @Mr_Carterr: i'm so heartbroken by this . my prayers go out to her family and friends . ?? #MagconMaddie http://t.co/eRgb3tWekE,-1
4.31E+17,I'm hopeless and awkward and desperate .,-1
4.31E+17,Full on harassing me at the end of school,-1
4.31E+17,Drowning my sorrows in dirty chai and tattoo shows,-1
4.31E+17,"She's all alone again, wipping the tears from her eyes. Someday she feels like dying, she gets so sick of crying.",-1
4.31E+17,"or wake at night alone,I am to wait I do not doubt I am to meet you again,I am to see to it that I do not lose you. #WaltWhitman",-1
4.31E+17,Feel so alone :(,-1
4.31E+17,I just need to leave her alone before I scare her away,-1
4.31E+17,"Well I tried to live without you, and tears fall from my eyes, I'm alone and I feel empty, God I'm torn apart inside!",-1
4.31E+17,He Looks so Dejected and Sad......:( http://t.co/3NivkaHThO,-1
4.31E+17,RT @butbandlyrics: I walk this empty street along the boulevard of broken dreams.,-1
4.31E+17,I'm such an outcast in my family:,-1
4.31E+17,What a day??... Isolated status!,-1
4.31E+17,annoyed and upset ??????,-1
4.31E+17,I am unbearably alone,-1
4.31E+17,This movie got me all kids of depressed and disoriented like which way is up and down?,-1
4.31E+17,"With the fearful strain that is on me night and day, if I did not laugh I should die....lolx",-1
4.31E+17,I'm hella anxious.,-1
4.31E+17,"@UnusualFactPage: Music reduces anxiety, and also helps your mind and body get through stressful times.",1
4.31E+17,The anxiety is killing me.,-1
4.31E+17,RT @wallingf: Planning is easy. Delivery is hard.,1
4.31E+17,Refusal. Anger. negotiation. depression. acceptance,-1
4.31E+17,@deemota Thanks man. The anxiety might kill me.,-1
4.31E+17,Fear is what stops you... courage is what keeps you going.,1
4.31E+17,Depression is killing me.,-1
4.31E+17,Depressed,-1
4.31E+17,"RT @drxwssilver: demi was depressed & everyone said stay strong, selena goes to rehab & everyone says stay strong, justins depressed and ever",-1
4.31E+17,RT @Drakee_YMCMB: Telling someone who's depressed to 'Just get over it' is like telling a blind person to 'Just look harder',-1
9.20E+17,RT @myIostsoul: loneliness is all i've been feeling lately and it hurts,-1
9.20E+17,I felt happy seeing an Arsenal fan and a Chelsea fan talking 2 or 1 another about their chances of winning d league title,1
573465860,RT @Fact: People who enjoy helping others and or spending money on others tend to be less stressed and happier.,1
3469282094,love is when your parents eat the old rice so you can enjoy the fresh batch.,1
2377192200,@mattarihinoaras enjoy,1
2910649192,"RT @VisitChinaNow: Enjoy the spice of life. Try hotpot, the shining star of Sichuan cuisine",1
2638241781,RT @leezy_floetry: Stop stressing about school and just enjoy life. Live in the moment.,1
1118745194,"RT @MotivatinQuotes: Enjoy life, remember to be grateful for the little things, be kind to the people around you and follow your heart.",1
928009003,RT @Quote_Soup: Ask yourself what is really important and then have the courage to build your life around your answer.,1
371250845,The most important thing in life is to decide what's most important,1
9.10E+17,RT @CentrumSA: Staying active is one of the most important ingredients of a healthy life,1
8.26E+17,RT @LifeWithJohn: Your positive action combined with positive thinking results in success.,1
1410767233,Positive Thinking: Find Happiness And Achieve Your Goals Through The Power Of Positive Thought free ebook,1
9.20E+17,RT @gilberra: This makes my heart full of joy. God is faithful! Congrats @kaylabrooke_20 ! @RoyLucas_SKQBs https://t.co/iyCi1sSx2u,1
9.20E+17,RT @FlowersbyIndira: Holy Mother of God! I'm full of joy. Thank you @valentinifrank,1
9.20E+17,RT @gilberra: This makes my heart full of joy. God is faithful! Congrats @kaylabrooke_20 ! @RoyLucas_SKQBs https://t.co/iyCi1sSx2u,1
9.20E+17,@Noounita   Happy birthday I wish happy you a life full of happiness and joy,1
9.20E+17,RT @swaisglass @BaileeMadison happy birthday you talented gal!!!! Hope it's full of Joy!!!,1
9.20E+17,"Today's #TheMindfulBreak spread looks lovely ! A sight to breathe in full of joy, peace and love  #blogginglif https://t.co/jghxoe0eVn",1
9.20E+17,@BaileeMadison happy birthday you talented gal!!!! Hope it's full of joy,1
9.20E+17,"RT @bettinaschroed5: @pintsize73 Always thanks sooo much my dearest Marie, a time full of love and joy for you, sleep well",1
9.20E+17,"It's true when they say if you start thinking positive, you'll be happier",1
9.20E+17,Believe in positive thinking. Life is a beautiful thing. Be your own motivation.,1
9.20E+17,Ways of Positive Thinking https://t.co/PhCDR0voyM https://t.co/E5iedWwLiF,1
9.16E+17,Knowing they were doing something to resist Umbridge and the Ministry gave Harry a feeling of immense satisfaction,1
9.20E+17,"RT @RickRoss: Even if you ain't got no paper,bring your motivation to the table.",1
9.20E+17,RT @KevinMalunga: One year after 'retirement'.@ThuliMadonsela3.I hope you are enjoying the busy 'pensioner' life. https://t.co/ivEpmoQV07,1
9.20E+17,Life isn't about having things to enjoy life. It's about enjoying life with the things you have.,1
9.20E+17,RT @LilTeek_: Real life enjoying the lil things that matters the most,1
9.20E+17,RT @CanberraBahai: Baha'is all over the world are celebrating the Bicentenary of the Birth of Baha'u'llah.,1
9.20E+17,RT @ManobalaV: Nice gesture by #Suriya fans to create a common DP for celebrating #Anirudh's birthday. #HBDAnirudhBySuriyaFans #TSK #Sodakk,1
9.20E+17,"As Colleen &amp; I begin 35 years of marriage today, I still love my wife &amp; best friend! Great celebrating with @MikeLederer &amp; @trishhthedish",1
9.20E+17,"RT @JeffVeillette: Hockey Etiquette 101: When celebrating a goal, make sure you don't miss anyone. https://t.co/bqr2nFhrLB",1
9.20E+17,Loved celebrating our sweet Rachel this weekend! #StuckonStalvey https://t.co/WRLHSVHlL5,1
9.20E+17,RT @CoachLikensASU: Celebrating ANOTHER SunDevil big win with my boyz @NkealHarry15 @kylewilliamsVI #PlayMakerz,1
9.20E+17,@Thetoffeemen1 @SimonMidi9790 @RonaldKoeman @Everton sure  just get that homework done while celebrating that poin https://t.co/oi7X3ZTLGy,1
9.20E+17,@priyank_acharya @JPNadda World has got the right path celebrating D 'Matri pitri pujan diwas' started by #Bapuji.,1
9.20E+17,RT @babycarebot: It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,1
9.20E+17,RT @HelmanDC: I know you think you're sad that the Cowboys don't play today. But any day your team can't lose is an occasion worth celebrate,1
9.20E+17,RT @BabitaBandhu: @MLekhiOffice World got the right path celebrating 'Matri pitri pujan diwas' started by #Bapuji. #ServiceForHumanity,1
9.20E+17,RT @CapcomFighters: Congratulations again to @tokidoki77 for taking the Asia Regional Finals title! Thanks to @Yoshi_OnoChin for giving out,1
9.20E+17,RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,1
9.20E+17,RT @Beebri97: @Quueenn_M Girl I wanna look this good when I'm pregnant lol. Congratulations beautiful! I hope it's a girl so she can be like u,1
9.20E+17,RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,1
9.20E+17,RT @Gorb_FanClub: Congratulations to Gorb for graduating middle school. We all hope you strive for greatness like you do on cod4,1
9.20E+17,RT @virendersehwag: Congratulations India on beating Pakistan 3-1 in #AsiaCup2017 #INDvPAK . Thank you for the advance diwali gift @TheHock,1
9.20E+17,"Congratulations, Jim! I'm  a great editor, not a great media artist.",1
9.20E+17,"Congratulations, John! I'm a creepy actor, not a sweet actor",1
9.18E+17,@gimmethefife No one should ever be driven to the point of suicide... especially not by those you have done nothing but cared for..,1
9.20E+17,RT @LSUBonnette: Had a feeling it was going to be a great day got to meet John Stockton before the game,1
9.20E+17,What a great feeling and never gave up well done @67Shakey @BeWiser kept a cool head all weekend. #age is nothing https://t.co/GDFHwwsk2s,1
9.20E+17,I woke up feeling great.,1
9.20E+17,"@o_crunk Keep it up, you do good work!",1
9.20E+17,Paxton fans keep up the good work !  This young lady is really talented,1
9.20E+17,"Work two jobs, in school, gotta car, my own apartment, a boo , life's going good for me right now and I'm only 19",1
9.20E+17,Bad habits are more difficult to identify in your work life. #careerinspiration #careergrowth #habits,1
9.20E+17,Happy birthday big guy keep up the good work @Brandon_Leach7,1
9.20E+17,RT @myugnjuns: anyways arohas lets work hard to show our love and support for astro in this comeback as they provide us with another good,1
9.20E+17,I have amazing people in my life that encourage nothing except the positive. Thank you Lord for blessing me.,1
9.20E+17,@dianapmarez It's a great time in life! We can help you design an amazing wedding.,1
9.20E+17,RT @ShorouqAD: Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,1
9.20E+17,#Success consists of going from failure to failure without loss of enthusiasm.  Winston Churchill #quote #persistence,1
9.20E+17,RT @jenanmoussa: I love to see Palestinians dancing and having fun. Good &amp;positive stories deserve to go viral as well.,1
9.20E+17,RT @deepee_xo: It's all fun &amp; games until you're throwing up hotcheetos https://t.co/WFnQHu3vaA,1
9.20E+17,RT @lisapryor23: @MillwallFC @zampathelion what a fun day ! https://t.co/jr18uTkFX4,1
9.20E+17,@tmotsenbocker @TheAcademic @judahandthelion Take it all back was so fun https://t.co/iewkzKosB8,1
9.20E+17,@Target I am loving you a.n.d line at the moment! And my bank balance is liking it too! Great style made affordable #style #shopping,1
9.20E+17,RT @juicymarilee: i am such a loving and caring person,1
9.20E+17,sbux is exclusively playing rostam and beck i am loving it,1
9.20E+17,@GemBrodie I have liked Ryder for quite awhile &amp; it was good to see him perform on a televised fight. I am loving it,1
9.20E+17,I am loving what I just read about #VR. Love it!,1
9.20E+17,"RT @hullablue: Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",1
9.20E+17,RT @therealMickeyT: Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,1
9.20E+17,"RT @theseoulstory: Cheers for more wonderful years with HIGHLIGHT  Happy 8th anniversary, guys! @ent_aroundus #CELEBRATE_HIGHLIGHT",1
9.20E+17,RT @VibeFeeIings: Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,1
9.20E+17,"@Rukaarii Just woken up, very pleased he won. Was it a good match?",1
9.20E+17,"@JulieJoyce Sounds pretty fine to me  and very pleased to hear that creepy is your cup of tea, too!",1
9.20E+17,RT @PrincessSGB: I'm pleased to announce that I will be releasing a limited amount of my 'Why U Mad?' Merch this Friday! #WhyUMad,1
9.20E+17,"RT @TigrisSafaris: The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",1
9.20E+17,RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,1
9.20E+17,"RT @ImRaina: What a dominating performance, @TheHockeyIndia! Let the celebrations begin Best wishes for the games ahead",1
9.20E+17,RT @narendramodi: Delighted to join the Centenary Celebrations of Patna University. Sharing my speech during the programme today.,1
9.20E+17,Focus on opportunities more than you focus on money.,1
9.20E+17,"RT @0mysky: If you find someone that makes you happy, enjoy it... life is not fair nor give many opportunities... https://t.co/dCBwDeQVH8",1
9.20E+17,"RT @mkoirala: Just keep going forward, no matter what #Motivation #Success #Life",1
9.20E+17,Jealousy is important for a person to move ahead in life. It keeps you on your toes and helps you realize,1
9.19E+17,I be asking god why do I keep loosing people in my life but I see why everyday you can't move ahead in life,-1
9.19E+17,RT @iamfabrizio: Sometimes in life &amp; love situations in order to move ahead we just have to give ourselves over to being vulnerable &amp,1
9.19E+17,RT @VRachal33: I swear to move forward or get ahead in life,1
9.20E+17,Done with the stress,-1
9.20E+17,May you live every day of your life: Jonathan Swift,1
9.20E+17,Appreciate and be grateful for every given moment and live your life with love + joy  #EnjoyLife #EnjoyFriends https://t.co/1Qwj7Jtq8N,1
9.20E+17,@bobby_bobbles @snovvvhite live your best life,1
9.20E+17,Life's so short man I couldnt stress enough how important it is for you to live your love with peace and good energy!,1
9.20E+17,#inspiringvanessa You were BORN to live YOUR life and NOT someone else's,1
9.20E+17,RT @dracomallfoys: yeah well math made me want to fucking kill myself why don't yall pull that off from the curriculum https://t.co/GvgeAHP,-1
9.20E+17,"When Kashdoll said, 'Yall hoes kill me always want the next bitch issue, Bitch you want her life but dont know what she been through'",-1
9.20E+17,RT @justnbzzle: Can someone kill me? I hate school,-1
9.20E+17,RT @L1LDebbie: Im a loser baby so why don't you kill me,-1
9.20E+17,I know in the end I will be left again because myself is not important at all,-1
9.20E+17,RT @LoniLove: Be true to yourself and love anyone your heart desires! #NationalComingOutDay https://t.co/uXUUAD3Nax,1
9.20E+17,"RT @NOTORIOUSAALI: HOW U OUT HERE STRESSING &amp; HELPING PEOPLE, WHEN U AINT STRAIGHT YOURSELF??? U HAVE TO MAKE SURE UR GOOD BEFORE U COULD",1
9.20E+17,Learn to love yourself first. Be happy alone. No one will love you or be happy with you if you can't even do it.  them facts.,1
9.20E+17,"RT @SEOKJIN_PH: ARMYs, after all of this, win or lose, reward youself.You deserve it.Don't beat yourself up.Love Yourself.",1
9.20E+17,RT @biebersmaniabrs: 'Love Yourself',1
9.20E+17,RT @Trump_ton: 'I think you ought to know I'm feeling very depressed',-1
9.20E+17,"@narendramodi hello sir, today I felt very depressed coz my first MBA ACCOUNTS exam wasn't good.",-1
9.20E+17,"Read Allegiant by @VeronicaRoth . Why? Why, Veronica, why?! Why did you kill her?!I'm very sad  depressed to read that Tris died.",-1
9.20E+17,@___Scoob Fucku lol shoot me one now,-1
9.20E+17,shoot me now.,-1
9.20E+17,RT @nblesbian: kill me now,-1
9.20E+17,"Been up since 3 and now I have work , please kill me",-1
9.20E+17,"i'm begging you, pls kill me now",-1
9.20E+17,Kill me now,-1
9.20E+17,Jesus christ  all i wanted was some support but now i can't even ask for that unless it's going to kill me.,-1
9.20E+17,kill me now,-1
9.20E+17,Kill me now https://t.co/OyCK2FaleR,-1
9.20E+17,@SusanKrauseByer @ASlavitt @daft_editor I am so sorry,-1
9.20E+17,RT @kyIeposts: you gotta love yourself before you can properly love someone else.,1
9.20E+17,yourself! you can do anything if you want. you can be anything if you want. i love you! smile a lot and be happy for me too.,1
9.20E+17,Always love yourself first before you can love anyone else. Always put your self first bc in the end you will still have yourselves,1
9.20E+17,"Each day, each hour, each minute is just torture. I want it to end",-1
9.20E+17,Waking up every day wishing I hadn't,-1
9.20E+17,I feel like the only way to no longer carry this pain is to die,-1
9.20E+17,I am weird and slow. Every social interaction is painfully awkward,-1
9.20E+17,I want to finish my life,-1
9.20E+17,"No one understands me in this life, I'm leaving",-1
9.20E+17,love u,1
9.20E+17,you are my love,1
9.20E+17,"My suicidal ideation is always there, in the back of my mind. I wouldn't say I'm suicidal currently, but I take comfort in the fact that if it ever gets so bad I could do it. Knowing myself, it's probably how I'll go one day. Not anytime soon, but one day.",-1
9.20E+17,I sometimes have the desire of driving a knife into my heart.,-1
9.20E+17,"After being free from ideation for 9 months, I've been thinking about suicide again.",-1
9.20E+17,I Want to Do a Suspension,-1
9.20E+17,I want to commit suicide but I don't want anyone to know about it,-1
9.20E+17,I Think About Suicide,-1
9.20E+17,"I want to commit suicide, but I don't want it to be painful",-1
9.20E+17,I Love Happy Music,1
9.20E+17,I Love Happy People,1
9.20E+17,I Love Happy Moments,1
9.20E+17,I Wish My True Love Happy Valentine's Day,1
9.20E+17,I Love Happy Faces,1
9.20E+17,I Wish I Could Make Everyone I Love Happy All The Time,1
9.20E+17,I apologize,-1
9.20E+17,I quit,-1
9.20E+17,be happy always and enjoy ur life,1
9.20E+17,"work for others,you will be happy",1
9.20E+17,I Love Happy Love Songs,1
9.20E+17,I Enjoy Helping Others,1
9.20E+17,I Enjoy Having Friends In My Life,1
9.20E+17,I Really Want to Enjoy My Life,1
9.20E+17,I Am Learning to Enjoy Life and Not Fear It,1
9.20E+17,i hate evey thing around me,-1
9.20E+17,Death is the cure for all diseases,-1
9.20E+17,"feeling hopeless n i just want 2 die Not like it matters anyways, no 1 cares.",-1
9.20E+17,"because i feel as if i am not a good enough human at ,times and deserve nothing less then to die and pay for it #truths",-1
9.20E+17,I really am sick and tired of my life . I see no point in it .,-1
9.20E+17,I hate how disgusting this world is and I want to die.,-1
9.20E+17,"Nothing in life brings me joy anymore and I can't see a future for myself, I just really want to die",-1
9.20E+17,I just don't want to wake up tomorrow. This world isn't meant for me. Really life or online.,-1
9.20E+17,I Just hate my self n i want to die!,-1
9.20E+17,I just think it would be better if I ended it all.,-1
9.20E+17,hate my life .,-1
9.20E+17,feeling hopeless and desperate. I have nothing to lose now. what is the best way to end my life?,-1
9.20E+17,"I wish I can die already, this life is horrible",-1
9.20E+17,I really am sick and tired of my life,-1
9.20E+17,I hate how disgusting this world is and I want to die.,-1
9.20E+17,I LOVE MYSELF! I love everything about me!,1
9.20E+17,You need to LOVE YOURSELF,1
9.37E+17,RT @ASAPYams: very depressed,-1
9.37E+17,Pastor plz pray for me as am very depressed,-1
9.37E+17,SUGA AND SURAN IN ONE STAGE KILL ME KILL ME NOW,-1
9.37E+17,I WANT TO DIE,-1
9.37E+17,I Want To Die.,-1
9.37E+17,MY STREAM DIED I WANT TO@DIE TOO,-1
9.37E+17,I Want To Die,-1
9.37E+17,plz kill me,-1
9.37E+17,"@aegyotaetae: love yourself, love myself, peace.",1
9.37E+17,I just have this sick feeling that you would be better off without me,-1
9.37E+17,"You would be happier and better off without me, I promise",-1
9.36E+17,You guys would be better off without me anyways,-1
9.35E+17,@CloudNineSnow I think you guys would be better off without me honestly.,-1
9.37E+17,@laypics_: congratulations OUR KING!!,1
9.37E+17,Stress. Kill me now,-1
9.37E+17,People kill me,-1
9.37E+17,How embarrassing I wish I were dead,-1
9.37E+17,my name is edd and i wish i were dead,-1
9.37E+17,"give respect,take respect",1
9.37E+17,doing suicide now,-1
9.37E+17,"i love everyone,we all are friends",1
9.33E+17,kill me now,-1
9.36E+17,i am loving it.dance is my passion,1
9.33E+17,"endless pain in life,end it",-1
9.37E+17,lets ave a lot of fun,1
9.12E+17,"Nothing left in this world for me,i want to die",-1
9.37E+17,I am successful in life,1
9.37E+17,End my life,-1
